안 어울리는 머리가 없어 거미다리같은 저런 머리도 간지가 나네	O O O O O O O O O
01 14 Pow 뭐가 문제야 넌 그냥 즐기면 되고 보석을 래퍼들처럼 온몸에 뱅뱅 두르고 부르고 블랙 택시만을 그리고 식사는 미슐랭 으로 그 모든 계산은 나의 Credit card 모든 게 불필요해질 때까지 무조건 일시불 써재껴 like 게임머니 부담 갖지 마 영원히 그 대신 해 줘 나의 꾀꼬리 너 등 보이면 바로 백허깅	O O O O O O O O O O O O O O O AFW-B AFW-I O O ORG-B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
드디어 내일 매번 정규 감사합니다	O DAT-B O O O
난 당신이 당신이 당신을 듣고 얼마나 모르는 사랑부드러운 사랑 해요	O O O O O O O O O O
탕 TANG	O O
진우 춤선 너무 좋음 완전 정석대로 딱딱 깔끔해서 더 보기좋고 매려있음 개개인 다 좋음	PER-B O O O O O O O O O O O O O
LET S GET THE 400M 400M 을 준비해 봅시다	AFW-B AFW-I AFW-I AFW-I AFW-I AFW-I O O O
김지누 핫핑크도 잘 어울리네	PER-B O O O
해애애 애애애앵애 개개애개 애객 가가 가 객	O O O O O O O
제발 흑발좀해 미노야 존잘이자나	O O O O
우와 어쩜 다들 이렇게 귀공자들일까	O O O O O
이전 타이틀곡보다 빨리 좋아하게 됐어요	O O O O O
안녕하세요 당신의 팬입니다 베트남에서 왔습니다 오늘 다시 검색해서 이 뮤비를 찾았습니다 중간부분이 정말 마음에 듭니다 사랑합니다 여러분	O O O LOC-B O DAT-B O O O O O O O O O O O
2022년에도 듣고 있는 나	DAT-B O O O
그녀는 그녀에게 일어나는 모든 일에도 불구하고 매우 강합니다	O O O O O O O O
지가 멋었어서 죽을라 그러는거 같다	O O O O O
전시회에서 미리 들었는데 노래 너무 좋고 기대됩니다 탕 대박나자	O O O O O O O O O
나는 다른 모든 노래들처럼 그것들을 모두 사랑했다 l love you	O O O O O O O O O O
여신강림 나왔다고 외국 댓 겁나 많아졌네	O O O O O O
나는 그들이 나를 이해하기 위해 번역기를 사용합니다	O O O O O O O
탕탕탕 머릿속에서 계속 생각나요 낙지탕탕 탕수육 탕탕탕	O O O O O O O
카메라 버졌이 있는데 촬영이라 생각하지 않았을까	O O O O O O
아예는 내 마음 속에서 1등	O O O O O
후회시키지않는 신곡이었으면 했는데 역시짱좋아	O O O O
여자들픽이여서 그렇지 야랙넛이 훨 잘했음	O O PER-B O O
아름다워 이 MV의 수십억은 어디에	O O O O O
아버지 할 때 아버지가 하나님이었다는게 인데	O O O O PER-B O
OMG HOW THERE ARE SOOOO much cameras 어머 카메라가 너무 많아	O O O O O O O O O O O
또 외국인이 점령했네 한국인 나와라	O O O O O
사실 감뿡이 보고 충격받아서 집중해서 못 듣고 있었는데 샤이니 이즈 백 에서 진짜 엄청 웃었음	O O O O O O O O AFW-B AFW-I AFW-I O O O O
하나님 아버지 때문에 다시 보러 왔다 손	PER-B O O O O O O
자신감 다쓰고 다시 충전해갑니당	O O O O
나는 당신의 목소리를 듣고 그리워	O O O O O
갑자기 생각나서 보러왔는데 역시나 보길 잘했다	O O O O O O
차에서 듣다가 빵빵거려서 깜놀함	AFW-B O O O
이 노래가 강호동이 영감을 줬다는 탕탕탕이군요	O O PER-B O O O
EST DE REGRESO MI REY	O O O O O
쇼미10 보다가 왔는데 진짜	AFW-B O O O
gotta tell you something 할 말이 혹시 널 좋아해	O O O O O O O O O
진짜 귀엽당 마이노 송민호	O O PER-B PER-I
이거 들으니까 없는 전남친도 생기겠다	O O O O O
노래부르면서 모델들과 연기하는부분이 진짜	O O O O
마이노오빠 달려	O O
깜박임 10억 뷰에 도달합시다	O O O O
진짜뮤비졸라귀여움	O
Happy birthday nini unnie I love you 사랑해 제니	O O O O O O O O PER-B
Happy Birthday To All IC	O O O O O
이 MV 제작자를 정말 존경합니다	O O O O O
나는 항상 당신을 찾을 것입니다	O O O O O
LET S GET THE 400M 400M 을 준비해 봅시다	AFW-B AFW-I AFW-I AFW-I AFW-I AFW-I O O O
춤을 아주 잘 춘다 자매들	O O O O O
1 42 이거 290 있나요 오빠 상황극 너무 좋아해	O O O O O O O O O
갈갈갈할무니가 손자 영상 댓글창을 지배하고 계셔	PER-B O O O O O
가가가가가가가가가 탕탕탕탕탕탕탕탕탕	O O
갈갈갈 갈갈 갈갈갈갈갈가락라라라라갈	O O O
이 노래를 사랑합니다	O O O
지금 딸래미들과 사위들과 대화하고 있어요 힐링이랑 격려랑 훈육이요	O O O O O O O O
왜그래서 한복 안입어주고 활동 끝낸건데 네 어 제발 흑발에 한복좀 입혀줘요 제발	O O O O O O O O O O O O
못했으면 수치플이엇는데 존나 간지나게 잘했다이게 송민호지	O O O O O PER-B
진짜 군대만 아니면 보러가는건데	O O O O
우 와	O O
그때까지 나는 그 노래를 좋아한다	O O O O O
미루지 말고 조건 달지 말고	O O O O O
세미에서 이거 넘는곡 아직 없다	O O O O O
귀여워 마이노 맨날 곡 내줘 다 들을게 너무 좋아	O PER-B O O O O O O O
들어보니 딱 알거같네요 노래 감사해요	O O O O O
늘 고마워요 내 맘속에 최고 록스타예요	O O O O O O
민호랑은 분의기가 전혀다르네 둘다 멋있다능	PER-B O O O O
Yeah I speak Spanish	O O O O
기다리고 있습니다 화이팅	O O O
정해인이 날 여기로 데려왔어	PER-B O O O
새 앨범 나오기 전에 조회수 1000만 가자 미노	O O O O O O O PER-B
aaaaa 이노래 푹 빠졌어요 아주좋아요 축하해요 리신하	AFW-B O O O O O PER-B
뇌는 약간 더 크지만 외계인만큼 크지는 않습니다	O O O O O O O
나쁜 리뷰는 신경쓰지 마세요	O O O O
오빠 머리를 언제 이렇게 길렀어	O O O O O
빨리 듣고싶어서 미치겠다고	O O O
8Years With Kang Seungyoon	PER-B PER-I PER-I PER-I
마이노 쇼미 10하면서 앨범 준비까지 넘 멋져요 못 하는게 없는 그대는 탕	AFW-B AFW-I AFW-I O O O O O O O O O
노래는 왜이렇게 홀리한지	O O O
노래 제목은 제 마음을 겨누는 뜻인가요	O O O O O O
네 파티에 참석하고 싶은데 엄마 아빠가 허락하지 않아	O O O O O O O O
보이는 것만 해도 열심힌데 안 보이는 곳에선 얼마나 더 움직이고 있을지 대단해 송미노 미노 rec 컨텐츠 너무 좋다	O O O O O O O O O O O O AFW-B AFW-B O O O O
항상 팬들 생각해주고 최고의 노래와 멋진 무대로 팬들을 행복하게 해주는 미노야 너무너무 고맙고 사랑해 탕	O O O O O O O O O O PER-B O O O O
목소리 너무 나긋나긋해 미노 행동은 또 귀여워	O O O PER-B O O O
못 떠나고 뭘 하고 있는 건지	O O O O O O
0 54 그러면 러시아인들은 Lalisa가 토마토 라고 말하는 것을 이해할 것입니다	O O O O PER-B O O O O O O
이거 원래 쿤타라 피처링 이었다는데 지금도 충분히 좋은 것 같아요	O O PER-B O O O O O O O
Happy birthday Jisso 생일 축하 합니다 지소	O O PER-B O O O O
미노 노래 뮤비 입소문 나라	AFW-B O O O O
저스디스의 YOU급 노래네요	PER-B O O
와우 블랙 핑크 사랑해	O O O O
럽미는 노래도 좋고 다 조은데 이때 코디 다 별로였음 반바자 착장으로 갔어야지 알랜무대같은 착장이 딱이었음	PER-B O O O O O O O O O O O O O O
와 딱 시험보는날이다 와 좋다 와 이참에 때려치워야지	O O O O O O O O
영배형은 아이돌 보컬 1위임	O O O O
Dolarrrrr	PER-B
멋진 승윤오빠 슈스케때부터 항상 욕심가지고 열심히 하는 모습이 닮고 싶어요 요즘 연기활동이며 음악프로도 하고 바쁠텐데 항상 실망시키지 않는 모습 보여주셔서 감사해요 어린나이부터 연예계에 뛰어들어 많이 부담될수도 있었을텐데 항상 잘하고 있어요 엄청 많이 응원하고 지지하고 있다는거 잊지말아줘요 아프지말고 부담느끼지 말고 있는 모습 그대로 승윤오빠 사랑하니까 오랫동안 예쁜 모습 많이 보여주세요 많이 사랑해요	O PER-B AFW-B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PER-B O O O O O O O O
하고픈거 자유롭게 지원해줄수 있는 회사도 없을듯	O O O O O O
페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에	O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O
저 엄청 박치인뎈 탕탕탕 탕 엄청 연습중입니다 노래 역시 너무 좋아요	O O O O O O O O O O O
남편 깨울때 알람음으로 잘 쓰고있어요	O O O O O
가사보단 뮤비가 존잼이었던것	O O O
화려 당신이 사회 때 놀라운	O O O O O
선생님도 이 노래에 맞춰 춤을 추게 했어요	O O O O O O O
세상에 가사 왜 이래 심각하다	O O O O O
오늘 전시회에서 듣고왔는데 미쳤삼	DAT-B O O O
마이클잭슨이 빌리진을 찾으면서 전세계를 찢었다면 송 마이노 미노 feat	PER-B AFW-B O O O PER-B PER-I PER-I O
빨리 7일되어라	O DAT-B
승윤은 나의 빛같은 사랑입니다	PER-B O O O
쿠마 귀여웡 미노처럼	PER-B O PER-B
뮤비도 뭔가 새로운 느낌이고	O O O O
실외기 귀에 꽂히던데 미노가 잡아줬구나 프듀로서의 감각이 진짜 대단해	O O O PER-B O O O O O
비트 사기 너무 좋음	O O O O
Fjrfufuwuchshc	ORG-B
헬바야 보다가 여기까지 왔습니다	O O O O
이 노래 들을 때 마다 6학년 여름에 친구들이랑 놀러 다니던 거 생각나서 약간 찡해진다	O O O O O O DAT-B O O O O O O O
승윤아 태어나줘서 고마워	PER-B O O
7년이 지나도 질리지 않는 노래 악뮤짱	DAT-B O O O O AFW-B
후렴구 가사가 탕탕탕 만 있는 노래가 있다 뿌슝빠슝 제네더질라 당신은 대체	O O O O O O O O O O O
노래 빨리 내놔	O O O
최근에 알게된거라 내가 잘모르는 건가	O O O O O
무슨 일 있어 뭐하세요 밥은 먹었 니 잘 잤어요	O O O O O O O O O
당신은 한국인의 글을 찾고 있었습니까 그럼 찾았습니다	O O O O O O O
와 비트 뭐야 됐다 이건 됐어	O O O O O O
안녕하세요 여자 난 그냥 부정적인 의견을 듣지 않는 너희들을 생각 나게하고 싶었다	O O O O O O O O O O O O
셔애 오늘 하루 잘 보내세요 아 오늘 진짜 진짜 내가 왜 이	O DAT-B DAT-B O O O DAT-B O O O O O
이게 타이틀로 나왔어야했어	O O O
다들 다 너무 잘생겼어요	O O O O
너무좋아 계속 무한반복	O O O
와 매번 앨범마다 수록곡이 이렇게 많으면 어떡하라는거야	O O O O O O O
우리는 오빠의 목소리를 사랑해요 지수	O O O O PER-B
제발 아직도 하루에 조회수 1 2만회 오르는데 출석 이런것좀 안했으면	O O DAT-B O O O O O O O
이건 유튜브에서 뜰 때마다 저항없이 클릭하고 네다섯번 들음	O O O O O O O O
놀토에서 탕 요리 나올 때마다 틀어주면 좋겠다	ORG-B O O O O O O
노래 개좋다 마이노 개머싯다	O AFW-B AFW-B AFW-B
탕 탕 탕 핑거팁 네 맘을 훔칠 노래	O O O O O O O O
남솔 중엔 뭐 이제 독보적이네	PER-B O O O O
미노야 노래도 넘 좋고 헤어스타일도 넘 멋지당	PER-B O O O O O O
2주뒤라니 가슴이 웅장해진다	DAT-B O O
나는 당신의 목소리를 듣고 그리워	O O O O O
그러다 사기 당하니까 안소희는 사기 당하고 싶은가보지	O O O PER-B O O O
둘이 뷰잉가이드부터 컨셉 엄청 반대인거 왤케 웃기지 같은그룹맞음	O O O O O O O O
능청스러운 네명이 무대를 걍 즐기니까 나도 웃음이 나오네 보는내내 아 진짜 이런그룹 너무 사랑스러워	O O O O O O O O O O O O O O
아니 너무 감질맛 나잖아요오 으아	O O O O O
라는 앨범명처럼 무한히 미노가 그리는 세계를 음악으로 그림으로 표현해내는 거 같아서 앞으로가 더 기대돼 물론 지금도 충분히 잘하고 있고 항상 파이팅이야 늘 곁에서 미노의 원동력이 되어줄게	O O O PER-B O O O O O O O O O O O O O O O O O O O PER-B O O
무대 어떨지 넘 궁금하다	O O O O
갑자기 오키도키요 가사 따올라서 봄	O AFW-B O O DAT-B
군대가기전에 불태우는건가	O O
이따봐 강승윤	O PER-B
벌써 설렌다 나 무조건 갈거야	O O O O O
많이 사랑해 오 오 오 리사	O O O O O PER-B
그리고예전의 낮은 톤도 정말 좋다 사랑해 마이노	O O O O O O AFW-B
호 차 아 헢어 넣 낲 냐 맾파	O AFW-B O O O O O O
난 이 그룹이 너무 좋다 이 그룹은 정말 멋있으니까	O O O O O O O O O
진짜 가고싶다 송미노 보고싶다 하	O O PER-B O O
머리카락에 그림은 음 자제	O O O O
내 차애 박인서들 떼창 최고	O O PER-B O O
2 55 이거 하나님 아버지 부른거라던데	O O O PER-B O O
이것은 정말 멋지고 축하합니다 lisaa	O O O O O
기대돼요 탕 두근두근	O O O
ermosa cansion	O O
씨발 신곡 나온줄 안고 존나 좋아했네	O O O O O O
안녕 소녀들 나는 아기야 나는 너를 많이 사랑해	AFW-B AFW-I O O O O O O
뭔가 공감 해주는 거 같아서 좋단	O O O O O O
나는 당신을 모두 사랑합니다 당신은 말에 있습니다	O O O O O O O
Amei	PER-B
미쳤다라는 말밖에 안나온다	O O O
드디어 드디어 드디어 인서들 집합	O O O O O
Marry christmas	PER-B PER-I
아 예 안녕하세요 늦덕입니다 오히려 행복해요 팔게 너무 많거든요	O O O O O O O O O
Yg딱지 때고 나온거 맞음	O O O O
거만아니고 진짜 열심히했어	O O O
나는 나의 여신 자매를 사랑합니다	O O O O O
말 그대로 세상에서 가장 고마운 소녀가 될 것입니다	O O O O O O O O
쇼미 10 프로듀서로 나온다해서 옴	AFW-B AFW-I O O O
안녕하세요 눈깜짝할새요 팬이에요 사랑해요	O O O O
이건 챌린지 하기가 매우 챌린지 하네요	O O O O O O
Lisa는 항상 그것을 깨고	ORG-B O O O
진짜 안달나서 미치겠다	O O O
안무 너무 귀여워	O O O
쇼미10프듀공연 성지순례왔습니다	EVT-B O
복장은 실험실에서 연구하는 박사님인데 마이노 간지나긴하네	O O O O PER-B O
Hi BIackpink you are	ORG-B ORG-I O O
우리 미노 사랑해 꼭 갈게	O O O O O
이런 곡을 만든 지코도 대단함	O O O PER-B O
1 37 쯤에 캐리비안 해적 잭스패로우 오마주인가 좋다	DAT-B DAT-I DAT-I O O PER-B O O
당신은 팔로워가 많고 애니메이션 조회수 404로 매우 아름답습니다	O O O FLD-B O O O O
이래서 서랍안에 총을 넣어뒀던거얌	O O AFW-B O
바비도 딩고킬링벌스에 섭외 하라고 썅	PER-B O O O O
나도 가고싶다고 샌디에고 와줘 송미노	O O LOC-B O PER-B
양희은 선생님 노래 잘들었습니다	PER-B O O O
이영상에 싫어요는 뭐하는 분들인가	O O O O
승윤옵 신발 뭐야 너무 귀엽잖아	PER-B O O O O
와 춤이 그냥 가사에 찰떡이야	O O O O O
진짜 가는구나 진짜 가 배경음악 365 깔린 것만 들어도 심장 떨려	O O O O O O O O O O O
와 밴드버전 미침 365 밴드버전 너무 좋아	O O AFW-B AFW-I O O O
기절할거같아요 왜아직도12월7일이 아닌거죠	O O O
BRILLAS JENNIE	PER-B PER-I
콘사트 빨리 가고 싶어 미치겠다	O O O O O
마이노 휴즈보이 그저 사랑해	PER-B PER-I O O
24시간을 48시간처럼 사는 미노	TIME-B TIME-B O PER-B
젠드가 왤케 애기고양이 같아	PER-B O O O
럽미착장은 너무 다 별론데 알랜 착장은 다 너무 이쁘네	O O O O O O O O O
너무 설레 엉엉엉우	O O O
daylight 비지엠 쩐다	O O O
나는 이 노래를 좋아한다 나는 춤을 추기 시작하기 때문에 정상적으로 들을 수 없다 케이팝의 여왕은 블랙 핑크이다 나는 그들을 사랑한다 깜박임 우리는 그들을 사랑한다	O O O O O O O O O O O O O FLD-B O O O O O O O O O O
아 밴드 라이브 진짜 미쳤다	O PER-B O O O
지금은 누구보다도 멋지다	O O O
나는 항상 매일 여기에 온다	O O O O O
안녕하세요 블랙 핑크 나는 칠면조 셀라암에서 쓰고있어요	O O O O O AFW-B O
한국인 어딨노 찾아보자	O O O
1 12 아 미 뽀메 표정봐 귀여우어	O O O O O O O
저휴 해서 이런 장르를 노 코	O O O O O O
그들은 놀랍고 매우 재능이 있습니다	O O O O O
2022손 난일빠	O O
2 16 이거 누구 아이디어임 정장 쫙 빼 입고 석양 등지고 해변가에서 춤추는 조합이 너무 멋짐 남자가 봐도 반하겠음 이거 생각나서 계속 보러옴	O O O O O O O O O O O O O O O O O O O O O O O
나를 케이팝 세계에 더 가까이 데려온 사람은 mino였습니다	O FLD-B O O O O O PER-B
사비 2번에서는 탕탕탕 이 구애 표현 어필 이고 마지막에는 그걸 다 거절 당해가지고 자기 마음에 받은 상처가 탕탕탕 임	O O O O O O O O O O O O O O O O O O O
1000만이 얼마 남지 않았어요	O O O O
송민호곡 이라기보단 지코곡 같다	PER-B O O O
조회수 5400회인데 댓글 2900개인거 실화	O O O O O
Lalisa I luv you	O O O O
올빽 머리가 저렇게 멋있는 래퍼가 몇이나 될까	O O O O O O O
아무 부끄럼 없이 나의 자질을 부여줬댘 여기서 여자분 표정 되게 부끄러 하넼	O O O O O O O O O O O O
2 03 너가가라메	O O AFW-B
노래 나오기도 전에 미노 웃음에 설레서 사망했읍니다	O O O O O O O
좋은음악 만들어줘서 고맙고 앞으로도 기대할께 평생 마이노팬	O O O O O O O
0 48 웬 추노꾼이 출연했나 했네	O O O AFW-B O O
I love blackpink forever	O O O O
D 6 오프콘 갈 생각에 설레고 떨린다 정말 안전하게만 콘서트했으면 일요일만을 기다린다	O O O O O O O O O O DAT-B O
QUASE 1B GENTE VAMOS L ALMOST 1B PEOPLE LET S GO THERE 거의 10억 명 가자	AFW-B AFW-I AFW-I AFW-I AFW-I AFW-I AFW-I AFW-B AFW-I AFW-I O O O O O O
대가리의 빨대꽃운거아는 제인	O O PER-B
LET S GET THE 400M 400M 을 준비해 봅시다	AFW-B AFW-I AFW-I AFW-I AFW-I AFW-I O O O
날마다 슈퍼문 슈퍼해를 보고 있다	O AFW-B AFW-I O O
도대체 여자랑 노는거 진한 스킨십하는 장면 굳이 굳이 노래랑도 전혀 관련 없는 장면을 왜 넣었는지 모를 팬들만 충격받았지 뭐	O O O O O O O O O O O O O O O O O O O
뮤비 겁나 상큼 재밌어용 노래도 좋고	O O O O O O
난 당신의 눈에 문제에 대한 시간이 없어	O O O O O O O
내가 왜 여기 몇 번이고 또 여기에 있지	O O O O O O O O
난 가지롱 직관합니다	O O O
수분부족이라고는 1도 없을 사람 같으니라고	O O O O O
쇼미4가 언더래퍼들과 아이돌래퍼들의 마지막대결이였음	AFW-B O O O
마지막 넘 귀엽웡	O O O
I m sure it will be a banger 앨범은 진짜 잘 만들었어	O O O O O O AFW-B AFW-I O O O O
처음에 윙크도 우주 할때 올라가는것도 하트 날리는것도 마지막에 엔딩요정도 너무 귀여워	O O O O O O O O O O O
지지지지지지지지 수수수수수수수수수	O O
요즘도 듣는다 진짜 가사 하나하나가 주옥같음	O O O O O O
싫어 안도망갈거임 계속 곁에서 응원할거얏	O O O O O
서 기 낙지 탕탕탕 에서 나온건가	O AFW-B AFW-B O O O
곡도 좋지만 뮤직비디오 너무 신선하다	O O O O O
뮤비 너무 귀엽다	O O O
얼마나 아름다운 사람 내 마음은 이미 검은 색과 분홍색입니다	O O O O O O O O O
갑자기 알고리즘에 계속 뜬다	O O O O
아닠 왜 한국어 댓글 안보이냐고	O O O O O
losing u 왜이렇게 좋아	O O O O
와 진짜 너무 좋아 마이노 가즈아아아	O O O O PER-B O
아섹시해 찌릿해 간지오진다	O O O
나는 이 노래를 듣는 것을 정말로 좋아한다	O O O O O O O
3 27 블랙넛 표정 진짜 뭔가 좋다	O O PER-B O O O O
왜 최근댓글들에 좋아요가 이리도 많은거냐	O O O O O
아버지 정답을 알려줘 는 이제 거의 밈 수준이니	O O O O O O O O
호 진짜 끼좀부리지마는 버릴부분 없이 노래가 촘촘하게 잘 짜여진 듯 덕분에 노래가사 다 외우고 겁나 부르고 다녔는데	O O O O O O O O O O O O O O O O O
내 블랙 핑크 생활에 색상을 추가 주셔서 감사합니다	O O O O O O O O
나는 당신의 목소리를 너무 사랑해요	O O O O O
믾오야 정규 축하해	PER-B O O
낙지 탕탕탕이 생각나서 이 가사를 썼다는 소문이	O O O O O O O
5분짜린데 몇 분을 듣고 있냐 송미노 진짜 그냥 계속 미쳤다는 말밖에 안 나와	TIME-B O O O O O PER-B O O O O O O
빨리 듣고싶다 못기다리겠어	O O O
진짜 아주 그냥 내 맘을 탕 쏴버리구마잉	O O O O O O O
우리는 컴백을 원한다 블랙 핑크 yg	O O O O O O
페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에 페로 수 노비아 야 세 푸에	O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O O O PER-B O O O
과몰입 오천오백번하게되는 노래	O O O
비트 굉장히 좋은데 기대된다	O O O O
승윤오빠도 오프로 보고싶었는데 그래도 마니악때 잠깐 봤으니까 오늘은 온라인으로 만족해야지 이따 만나요	PER-B O O O DAT-B O O DAT-B O O O O
와 갑자기 탕 저거 스포 아닌 스포였어	O O O O O O O
나 지금까지 인생 헛살았나 아버지 날 보고 있다면 정답을 알려줘 이 부분이 여기서 나왔다는걸 이제 알았음	O O O O O O O O O O O O O O O O
lisa 나는 당신을 사랑하고 나는 인도에서 왔습니다	O O O O O LOC-B O
Lisa는 그녀가 훌륭하다는 데 동의합니다	PER-B O O O O
맴도는 가사에 재치있는 뮤비 봐도봐도 잼나네	O O O O O O
더더더더 듣고싶어진다 언넝나와라	O O O
그들을 지원합시다 그들은 그럴 자격이 있습니다	O O O O O O
난 신서유기2에서 보고 안건데 나만	O AFW-B O O O
0 32 강아지 너무 귀엽다 앞발 버둥버둥	O O O O O O O
나는 사우디 아라비아에서 왔습니다	O LOC-B LOC-I O
당신은 jk와 사랑에 빠졌습니다	O PER-B O O
2022년 된기념으로 다시옴	DAT-B O O
0 24 말랑 순두부 같아	O O O O O
사랑해 내 사랑 너무 많이 사랑해	O O O O O O
행복합니다 덕분에 고마워요	O O O
진짜 이번 앨범도 선물이다 고마워	O O O O O
저렇게 작은 사람이 무대에서 만큼은 젤 크네	O O O O O O O
HELLO BLINKS와 JENNIESTAN 이제 거의 NINI JENNIE 의 생일이며 그녀의 솔로 MV 에서 800M보다 더 좋은 놀라움은 없을 것임을 경고합니다	PER-B PER-I PER-B O O PER-B PER-I O O O O O O O O O O O O O
뭐 마이노 간지가 끝장을 보는구나 누가 따라가겠엉 마이노 자체가 아트얌	O O O O O O O AFW-B O O
와 목소리가 대박 탕	O O O O
아직온기가 남아있는 댓글입니다	O O O
걱정하시는 부모님께 나도 먼가 증명하고싶다	O O O O O
이 뮤직비디오가 6월에 공개되었을 때를 아직도 기억하고 있고 그것이 얼마나 전설적인지 기억합니다	O O DAT-B O O O O O O O O O
마이노야 진짜 수고많았어 아프지말고 건강하게 하고싶은거 다 하세요 사랑한다	PER-B O O O O O O O O
2015 최고의 병맛 곡 오키도키 2015 최고의 음원 곡 오키도키	DAT-B O O O AFW-B DAT-B O O O AFW-B
Lisa you ve changed so much your face has changed you re beautiful anyway I love you 사랑해	O O O O O O O O O O O O O O O O O O
이 노래 최고야 항상 듣고 있어	O O O O O O
진짜 승윤이랑은 다른 음색임	O PER-B O O
진짜 들어도 들어도 질리지 않는 노래다	O O O O O O
최고의 오빠 최고의 노래들을 가지고 있어 최고의 래퍼 정말 사랑해	O O O O O O O O O O
얼능컴백해줘요 노래너무 좋다	O O O
본인 차키 들고 나오는 거 미치겠네 진짜 라이브 미쳤다 들을수록 좋음 럽인다카	O O O O O O O O O O O PER-B
탕 뮤직비디오 보고 있는데 왜 자꾸 웃음 나는지 모를일 너무 귀엽고 재밌는데 또 음악까지 좋아 역시 믿고 듣는 송민호	O O O O O O O O O O O O O O O O O O PER-B
전부 다 내 취향이라서 어이없음	O O O O O
2018년 시발점을 시작으로 2집 3집	DAT-B O O O O
다시 들어봐도 노래 진짜 좋네	O O O O O
설명이 필요없음 개 좋다	O O O O
컨셉 소화 대박인거 같아요	O O O O
아니 벌써 좋으면 어떡해	O O O O
아니 머리 왜밀었어 군대 아니지	O O O O O
괜찮으세요 소식을 듣지 않으시겠습니까	O O O O
나의 일기 같은 느낌 노래도 좋다	O O O O O O
캬 진짜 상체에 스프링 달린 거 같아	O O O O O O O
그들은 너희들이 얼마나 특별하고 달콤한지 모른다	O O O O O O
말은 당신을 위한 내 사랑을 설명 할 수 없습니다	O O O O O O O O O
진짜 보면서 입 벌리고 무표정으로 봤다 진짜 원탑무대네	O O O O O O O O
연예인 되는게 저렇게 힘듭니다 우주가 실존하는건지	O O O O O O
진짜 기대이상임 호불호 안 갈리는 노래	O O O O O O
앨범 비하인드 스토리들을 수 있어서 좋다	O O O O O O
우리는 당신을 매우 사랑합니다	O O O O
긴 말은 필요하지 않은것 같다 그냥 매순간이 레전드	O O O O O O O O
미쳤나봐 컴백 보고싶었어	O O O
아직도 듣고 있는 사람 있나	O O O O O
이 시대를 살아가는 아들딸들의 외침 같다	O O O O O O
nn을 노래해 주세요	AFW-B O O
진짜 다 좋고 너무 사랑하는데요	O O O O O
Jennie s cuteness	PER-B O O
세로직캠 아이디어 노벨평화상이다 정말	O O O O
Blink o Btw	O O O
블락핑크 사랑해 내 아이돌 블락핑크	PER-B O O O PER-B
교복 승윤 너무 찬성 입니다	O PER-B O O O
내가 당신을 사랑 자신을 돌봐	O O O O O
그것은 너무 많은 좋은 의미입니다	O O O O O
이번 컨셉 진짜 미친거같어 덕후심장 탕 쏴버리셨네	O O O O O O O
낙지 탕탕탕에서 영감받은거 아닌가	O O O O
오 갓 지져스 방언같은 플로우 이젠지쳤으	O O O O O O
문득 생각나서 보러왔는데 2년이지났네	O O O DAT-B
간지 마이노 악 탕탕탕탕	O O O O
내가 그녀를 사랑하는 귀여운 소녀	O O O O O
0 30 어디서 본거 같은데 누군지 아는 사람	O O O O O O O O
4 53 안재현 둘이 호흡 전혀 안맞아	O O PER-B O O O O
이 아이는 7년후 쇼미10프로듀서가 됩니다	O O DAT-B AFW-B O
예쁜 춤선에 멋진 표정 강승윤	O O O O PER-B
가사는 분명 다 외웠는데 입이 따라주지를 않네	O O O O O O O
탕 너무 기대되고 빨리 제발 빨리 12월 7일 좀요 그리고 이와중에 승윤이 존잘	O O O O O O DAT-B DAT-I O O O PER-B O
리사야 너가 다해먹자 그냥	PER-B O O O
음중보고 왔당 역시 마이노 무대장인이야	O O O AFW-B O
좋아요 이 노래 좋아요	O O O O
아 콘서트 얼마만이냐 진짜 얼마나 보고싶었는데	O O O O O O
당신을 사랑합니다	O O
진짜 행복해 보여서 내가 다 행복하다	O O O O O O
뒤에서 리챙 누가 찍었는데	O O O O
느므귀여워 이제3일남았당	O DAT-B
뮤비 잘 만들었다 많이 장난스럽지만 컨셉이니까 뭐	O O O O O O O
저기 짧은 바지랑 옷 입으신분 진짜 추우시겠다	O O O O O O O
댓글이 글로벌하네 역시 마이노님 스케일이	O O O PER-B O
